id,vehicle_type,confidence,timestamp
79,car,0.768,2025-12-08 15:14:08
2,car,0.727,2025-12-08 15:14:08
10,car,0.815,2025-12-08 15:14:08
87,car,0.852,2025-12-08 15:14:08
23,car,0.765,2025-12-08 15:14:08
79,car,0.649,2025-12-08 15:14:08
2,car,0.699,2025-12-08 15:14:08
10,car,0.816,2025-12-08 15:14:08
87,car,0.857,2025-12-08 15:14:08
23,car,0.804,2025-12-08 15:14:08
93,car,0.807,2025-12-08 15:14:08
79,car,0.67,2025-12-08 15:14:08
2,car,0.669,2025-12-08 15:14:08
10,car,0.783,2025-12-08 15:14:08
87,car,0.835,2025-12-08 15:14:08
23,car,0.819,2025-12-08 15:14:08
93,car,0.853,2025-12-08 15:14:08
3,car,0.848,2025-12-08 15:14:09
101,car,0.807,2025-12-08 15:14:09
102,car,0.758,2025-12-08 15:14:09
103,car,0.646,2025-12-08 15:14:09
3,car,0.866,2025-12-08 15:14:09
55,car,0.791,2025-12-08 15:14:09
60,car,0.604,2025-12-08 15:14:09
107,car,0.869,2025-12-08 15:14:09
108,car,0.736,2025-12-08 15:14:09
110,car,0.604,2025-12-08 15:14:09
55,car,0.798,2025-12-08 15:14:09
60,car,0.619,2025-12-08 15:14:09
58,car,0.637,2025-12-08 15:14:09
10,car,0.674,2025-12-08 15:14:09
93,car,0.732,2025-12-08 15:14:09
117,car,0.745,2025-12-08 15:14:10
118,car,0.756,2025-12-08 15:14:10
58,car,0.67,2025-12-08 15:14:10
10,car,0.637,2025-12-08 15:14:10
93,car,0.749,2025-12-08 15:14:10
117,car,0.779,2025-12-08 15:14:10
118,car,0.791,2025-12-08 15:14:10
58,car,0.755,2025-12-08 15:14:10
10,car,0.768,2025-12-08 15:14:10
93,car,0.701,2025-12-08 15:14:10
118,car,0.699,2025-12-08 15:14:10
79,car,0.717,2025-12-08 15:14:10
57,car,0.84,2025-12-08 15:14:10
118,car,0.648,2025-12-08 15:14:10
79,car,0.664,2025-12-08 15:14:10
129,car,0.813,2025-12-08 15:14:10
130,car,0.704,2025-12-08 15:14:10
57,car,0.761,2025-12-08 15:14:10
1,car,0.725,2025-12-08 15:14:10
103,car,0.644,2025-12-08 15:14:10
107,car,0.861,2025-12-08 15:14:10
79,car,0.643,2025-12-08 15:14:11
134,car,0.853,2025-12-08 15:14:11
1,car,0.755,2025-12-08 15:14:11
107,car,0.874,2025-12-08 15:14:11
1,car,0.75,2025-12-08 15:14:11
117,car,0.837,2025-12-08 15:14:11
10,car,0.791,2025-12-08 15:14:11
1,car,0.729,2025-12-08 15:14:11
139,car,0.781,2025-12-08 15:14:11
117,car,0.834,2025-12-08 15:14:11
10,car,0.699,2025-12-08 15:14:11
102,car,0.831,2025-12-08 15:14:11
1,car,0.679,2025-12-08 15:14:11
21,car,0.857,2025-12-08 15:14:11
87,car,0.841,2025-12-08 15:14:11
57,car,0.811,2025-12-08 15:14:11
134,car,0.812,2025-12-08 15:14:11
1,car,0.693,2025-12-08 15:14:11
146,truck,0.633,2025-12-08 15:14:11
21,car,0.787,2025-12-08 15:14:11
87,car,0.834,2025-12-08 15:14:11
109,car,0.611,2025-12-08 15:14:11
57,car,0.836,2025-12-08 15:14:11
134,car,0.845,2025-12-08 15:14:11
1,car,0.739,2025-12-08 15:14:11
109,car,0.657,2025-12-08 15:14:11
57,car,0.806,2025-12-08 15:14:11
55,car,0.835,2025-12-08 15:14:11
102,car,0.874,2025-12-08 15:14:11
109,car,0.693,2025-12-08 15:14:12
57,car,0.768,2025-12-08 15:14:12
55,car,0.804,2025-12-08 15:14:12
102,car,0.873,2025-12-08 15:14:12
60,car,0.658,2025-12-08 15:14:12
146,truck,0.756,2025-12-08 15:14:12
1,car,0.703,2025-12-08 15:14:12
146,truck,0.769,2025-12-08 15:14:12
156,car,0.866,2025-12-08 15:14:12
157,car,0.783,2025-12-08 15:14:12
159,truck,0.717,2025-12-08 15:14:12
57,car,0.742,2025-12-08 15:14:12
146,truck,0.637,2025-12-08 15:14:12
157,car,0.701,2025-12-08 15:14:12
159,truck,0.712,2025-12-08 15:14:12
1,car,0.683,2025-12-08 15:14:12
57,car,0.701,2025-12-08 15:14:12
55,car,0.852,2025-12-08 15:14:12
146,truck,0.66,2025-12-08 15:14:13
157,car,0.739,2025-12-08 15:14:13
159,truck,0.704,2025-12-08 15:14:13
1,car,0.669,2025-12-08 15:14:13
57,car,0.701,2025-12-08 15:14:13
55,car,0.846,2025-12-08 15:14:13
146,truck,0.714,2025-12-08 15:14:13
157,car,0.677,2025-12-08 15:14:13
159,truck,0.819,2025-12-08 15:14:13
139,car,0.742,2025-12-08 15:14:13
87,car,0.823,2025-12-08 15:14:13
60,car,0.737,2025-12-08 15:14:13
146,truck,0.788,2025-12-08 15:14:13
157,car,0.693,2025-12-08 15:14:13
159,truck,0.781,2025-12-08 15:14:13
171,car,0.617,2025-12-08 15:14:13
139,car,0.708,2025-12-08 15:14:13
87,car,0.863,2025-12-08 15:14:13
60,car,0.749,2025-12-08 15:14:13
146,truck,0.841,2025-12-08 15:14:13
157,car,0.611,2025-12-08 15:14:13
159,truck,0.613,2025-12-08 15:14:13
87,car,0.835,2025-12-08 15:14:13
57,car,0.742,2025-12-08 15:14:13
146,truck,0.812,2025-12-08 15:14:13
159,truck,0.885,2025-12-08 15:14:13
87,car,0.814,2025-12-08 15:14:13
175,car,0.89,2025-12-08 15:14:13
57,car,0.717,2025-12-08 15:14:13
157,car,0.704,2025-12-08 15:14:14
57,car,0.626,2025-12-08 15:14:14
135,car,0.799,2025-12-08 15:14:14
117,car,0.827,2025-12-08 15:14:14
146,truck,0.806,2025-12-08 15:14:14
157,car,0.643,2025-12-08 15:14:14
159,truck,0.88,2025-12-08 15:14:14
181,car,0.739,2025-12-08 15:14:14
135,car,0.806,2025-12-08 15:14:14
117,car,0.89,2025-12-08 15:14:14
146,truck,0.816,2025-12-08 15:14:14
157,car,0.684,2025-12-08 15:14:14
159,truck,0.807,2025-12-08 15:14:14
57,car,0.649,2025-12-08 15:14:14
135,car,0.632,2025-12-08 15:14:14
117,car,0.802,2025-12-08 15:14:14
12,car,0.615,2025-12-08 15:14:14
146,truck,0.737,2025-12-08 15:14:14
159,truck,0.868,2025-12-08 15:14:14
135,car,0.623,2025-12-08 15:14:14
117,car,0.819,2025-12-08 15:14:14
185,car,0.836,2025-12-08 15:14:14
12,car,0.617,2025-12-08 15:14:14
146,truck,0.72,2025-12-08 15:14:14
159,truck,0.756,2025-12-08 15:14:14
104,car,0.667,2025-12-08 15:14:14
146,truck,0.674,2025-12-08 15:14:14
159,truck,0.845,2025-12-08 15:14:14
189,car,0.755,2025-12-08 15:14:14
190,car,0.828,2025-12-08 15:14:14
104,car,0.67,2025-12-08 15:14:14
146,truck,0.873,2025-12-08 15:14:15
104,car,0.752,2025-12-08 15:14:15
139,car,0.845,2025-12-08 15:14:15
146,truck,0.761,2025-12-08 15:14:15
104,car,0.681,2025-12-08 15:14:15
194,car,0.746,2025-12-08 15:14:15
139,car,0.829,2025-12-08 15:14:15
146,truck,0.774,2025-12-08 15:14:15
159,bus,0.655,2025-12-08 15:14:15
104,car,0.611,2025-12-08 15:14:15
175,car,0.851,2025-12-08 15:14:15
177,car,0.742,2025-12-08 15:14:15
146,truck,0.779,2025-12-08 15:14:15
104,car,0.607,2025-12-08 15:14:15
196,bus,0.725,2025-12-08 15:14:15
197,car,0.84,2025-12-08 15:14:15
198,car,0.72,2025-12-08 15:14:15
175,car,0.866,2025-12-08 15:14:15
177,car,0.765,2025-12-08 15:14:15
146,bus,0.765,2025-12-08 15:14:15
107,car,0.823,2025-12-08 15:14:15
147,car,0.743,2025-12-08 15:14:15
60,car,0.658,2025-12-08 15:14:15
146,bus,0.709,2025-12-08 15:14:15
196,truck,0.625,2025-12-08 15:14:15
204,car,0.765,2025-12-08 15:14:15
107,car,0.831,2025-12-08 15:14:15
147,car,0.635,2025-12-08 15:14:15
60,car,0.664,2025-12-08 15:14:15
156,car,0.816,2025-12-08 15:14:15
196,truck,0.766,2025-12-08 15:14:16
204,car,0.769,2025-12-08 15:14:16
205,car,0.633,2025-12-08 15:14:16
107,car,0.783,2025-12-08 15:14:16
55,car,0.86,2025-12-08 15:14:16
183,car,0.611,2025-12-08 15:14:16
146,bus,0.731,2025-12-08 15:14:16
196,truck,0.832,2025-12-08 15:14:16
204,car,0.779,2025-12-08 15:14:16
107,car,0.789,2025-12-08 15:14:16
60,car,0.653,2025-12-08 15:14:16
55,car,0.849,2025-12-08 15:14:16
183,car,0.639,2025-12-08 15:14:16
146,truck,0.876,2025-12-08 15:14:16
204,car,0.779,2025-12-08 15:14:16
60,car,0.691,2025-12-08 15:14:16
190,car,0.753,2025-12-08 15:14:16
146,truck,0.895,2025-12-08 15:14:16
196,truck,0.771,2025-12-08 15:14:16
204,car,0.792,2025-12-08 15:14:16
60,car,0.688,2025-12-08 15:14:16
218,car,0.772,2025-12-08 15:14:16
12,car,0.655,2025-12-08 15:14:16
190,car,0.771,2025-12-08 15:14:16
196,truck,0.691,2025-12-08 15:14:16
204,car,0.797,2025-12-08 15:14:16
189,car,0.787,2025-12-08 15:14:16
194,car,0.823,2025-12-08 15:14:16
197,car,0.846,2025-12-08 15:14:16
196,truck,0.731,2025-12-08 15:14:16
221,car,0.791,2025-12-08 15:14:16
189,car,0.75,2025-12-08 15:14:16
194,car,0.777,2025-12-08 15:14:16
197,car,0.826,2025-12-08 15:14:16
147,car,0.641,2025-12-08 15:14:16
196,truck,0.853,2025-12-08 15:14:17
204,car,0.643,2025-12-08 15:14:17
221,car,0.71,2025-12-08 15:14:17
194,car,0.688,2025-12-08 15:14:17
139,car,0.859,2025-12-08 15:14:17
196,truck,0.909,2025-12-08 15:14:17
204,car,0.644,2025-12-08 15:14:17
195,car,0.815,2025-12-08 15:14:17
177,car,0.85,2025-12-08 15:14:17
12,car,0.617,2025-12-08 15:14:17
196,truck,0.798,2025-12-08 15:14:17
60,car,0.615,2025-12-08 15:14:17
232,car,0.785,2025-12-08 15:14:17
233,car,0.798,2025-12-08 15:14:17
195,car,0.774,2025-12-08 15:14:17
177,car,0.855,2025-12-08 15:14:17
12,car,0.699,2025-12-08 15:14:17
221,car,0.686,2025-12-08 15:14:17
196,truck,0.727,2025-12-08 15:14:17
60,car,0.619,2025-12-08 15:14:17
232,car,0.811,2025-12-08 15:14:17
233,car,0.801,2025-12-08 15:14:17
195,car,0.821,2025-12-08 15:14:17
177,car,0.82,2025-12-08 15:14:17
12,car,0.658,2025-12-08 15:14:17
221,car,0.714,2025-12-08 15:14:17
196,truck,0.709,2025-12-08 15:14:17
198,car,0.709,2025-12-08 15:14:17
177,car,0.788,2025-12-08 15:14:17
221,car,0.677,2025-12-08 15:14:17
196,truck,0.689,2025-12-08 15:14:17
198,car,0.649,2025-12-08 15:14:17
221,car,0.655,2025-12-08 15:14:17
241,car,0.756,2025-12-08 15:14:17
243,car,0.691,2025-12-08 15:14:17
189,car,0.694,2025-12-08 15:14:17
221,car,0.736,2025-12-08 15:14:17
103,car,0.723,2025-12-08 15:14:17
102,car,0.833,2025-12-08 15:14:17
197,car,0.842,2025-12-08 15:14:17
196,truck,0.643,2025-12-08 15:14:18
221,car,0.714,2025-12-08 15:14:18
251,car,0.657,2025-12-08 15:14:18
252,car,0.662,2025-12-08 15:14:18
102,car,0.785,2025-12-08 15:14:18
197,car,0.764,2025-12-08 15:14:18
196,truck,0.696,2025-12-08 15:14:18
221,car,0.681,2025-12-08 15:14:18
156,car,0.871,2025-12-08 15:14:18
196,truck,0.658,2025-12-08 15:14:18
257,car,0.667,2025-12-08 15:14:18
258,car,0.785,2025-12-08 15:14:18
156,car,0.876,2025-12-08 15:14:18
196,truck,0.683,2025-12-08 15:14:18
221,car,0.715,2025-12-08 15:14:18
258,car,0.759,2025-12-08 15:14:18
259,car,0.651,2025-12-08 15:14:18
55,car,0.854,2025-12-08 15:14:18
196,truck,0.684,2025-12-08 15:14:18
221,car,0.66,2025-12-08 15:14:18
258,car,0.787,2025-12-08 15:14:18
259,car,0.684,2025-12-08 15:14:18
55,car,0.851,2025-12-08 15:14:18
196,truck,0.639,2025-12-08 15:14:19
221,car,0.662,2025-12-08 15:14:19
218,car,0.792,2025-12-08 15:14:19
232,car,0.773,2025-12-08 15:14:19
218,car,0.826,2025-12-08 15:14:19
232,car,0.833,2025-12-08 15:14:19
185,car,0.749,2025-12-08 15:14:19
189,car,0.701,2025-12-08 15:14:19
252,car,0.777,2025-12-08 15:14:19
176,car,0.662,2025-12-08 15:14:19
196,truck,0.646,2025-12-08 15:14:19
274,car,0.813,2025-12-08 15:14:19
185,car,0.82,2025-12-08 15:14:19
189,car,0.771,2025-12-08 15:14:19
252,car,0.698,2025-12-08 15:14:19
176,car,0.606,2025-12-08 15:14:19
196,truck,0.674,2025-12-08 15:14:19
274,car,0.727,2025-12-08 15:14:19
275,car,0.766,2025-12-08 15:14:19
103,car,0.85,2025-12-08 15:14:19
102,car,0.684,2025-12-08 15:14:19
260,car,0.657,2025-12-08 15:14:19
269,car,0.749,2025-12-08 15:14:19
274,car,0.802,2025-12-08 15:14:19
275,car,0.819,2025-12-08 15:14:19
103,car,0.918,2025-12-08 15:14:19
102,car,0.809,2025-12-08 15:14:19
260,car,0.66,2025-12-08 15:14:19
269,car,0.776,2025-12-08 15:14:19
196,truck,0.606,2025-12-08 15:14:19
274,car,0.812,2025-12-08 15:14:19
275,car,0.823,2025-12-08 15:14:19
103,car,0.869,2025-12-08 15:14:19
102,car,0.833,2025-12-08 15:14:19
260,car,0.626,2025-12-08 15:14:19
269,car,0.693,2025-12-08 15:14:19
274,car,0.784,2025-12-08 15:14:20
275,car,0.789,2025-12-08 15:14:20
257,car,0.804,2025-12-08 15:14:20
156,car,0.883,2025-12-08 15:14:20
265,car,0.625,2025-12-08 15:14:20
274,car,0.779,2025-12-08 15:14:20
275,car,0.756,2025-12-08 15:14:20
285,car,0.773,2025-12-08 15:14:20
257,car,0.74,2025-12-08 15:14:20
156,car,0.864,2025-12-08 15:14:20
265,car,0.602,2025-12-08 15:14:20
196,truck,0.604,2025-12-08 15:14:20
274,car,0.787,2025-12-08 15:14:20
275,car,0.674,2025-12-08 15:14:20
55,car,0.842,2025-12-08 15:14:20
196,truck,0.617,2025-12-08 15:14:20
274,car,0.696,2025-12-08 15:14:20
275,car,0.745,2025-12-08 15:14:20
241,car,0.896,2025-12-08 15:14:20
218,car,0.827,2025-12-08 15:14:20
196,truck,0.617,2025-12-08 15:14:20
274,car,0.696,2025-12-08 15:14:20
275,car,0.745,2025-12-08 15:14:20
296,car,0.701,2025-12-08 15:14:20
297,car,0.649,2025-12-08 15:14:20
241,car,0.896,2025-12-08 15:14:20
218,car,0.827,2025-12-08 15:14:20
274,car,0.788,2025-12-08 15:14:20
251,car,0.806,2025-12-08 15:14:20
274,car,0.787,2025-12-08 15:14:20
275,car,0.72,2025-12-08 15:14:20
306,car,0.769,2025-12-08 15:14:20
251,car,0.798,2025-12-08 15:14:20
189,car,0.609,2025-12-08 15:14:20
274,car,0.646,2025-12-08 15:14:21
139,car,0.803,2025-12-08 15:14:21
197,car,0.876,2025-12-08 15:14:21
103,car,0.834,2025-12-08 15:14:21
55,car,0.872,2025-12-08 15:14:21
274,car,0.694,2025-12-08 15:14:21
313,car,0.815,2025-12-08 15:14:21
314,car,0.799,2025-12-08 15:14:21
139,car,0.819,2025-12-08 15:14:21
197,car,0.864,2025-12-08 15:14:21
103,car,0.857,2025-12-08 15:14:21
55,car,0.876,2025-12-08 15:14:21
274,car,0.635,2025-12-08 15:14:21
313,car,0.78,2025-12-08 15:14:21
314,car,0.759,2025-12-08 15:14:21
315,car,0.606,2025-12-08 15:14:21
139,car,0.814,2025-12-08 15:14:21
197,car,0.841,2025-12-08 15:14:21
103,car,0.822,2025-12-08 15:14:21
55,car,0.867,2025-12-08 15:14:21
196,truck,0.621,2025-12-08 15:14:21
274,car,0.727,2025-12-08 15:14:21
275,car,0.641,2025-12-08 15:14:21
313,car,0.617,2025-12-08 15:14:21
314,car,0.694,2025-12-08 15:14:21
197,car,0.847,2025-12-08 15:14:21
233,car,0.861,2025-12-08 15:14:21
218,car,0.848,2025-12-08 15:14:21
196,truck,0.606,2025-12-08 15:14:21
274,car,0.653,2025-12-08 15:14:21
275,car,0.646,2025-12-08 15:14:21
313,car,0.703,2025-12-08 15:14:21
314,car,0.694,2025-12-08 15:14:21
197,car,0.83,2025-12-08 15:14:21
233,car,0.826,2025-12-08 15:14:21
218,car,0.847,2025-12-08 15:14:21
313,car,0.737,2025-12-08 15:14:21
314,car,0.833,2025-12-08 15:14:21
197,car,0.809,2025-12-08 15:14:21
306,car,0.82,2025-12-08 15:14:21
313,car,0.674,2025-12-08 15:14:21
314,car,0.814,2025-12-08 15:14:21
197,car,0.729,2025-12-08 15:14:21
306,car,0.823,2025-12-08 15:14:21
313,car,0.648,2025-12-08 15:14:22
314,car,0.777,2025-12-08 15:14:22
243,car,0.832,2025-12-08 15:14:22
189,car,0.676,2025-12-08 15:14:22
313,car,0.674,2025-12-08 15:14:22
314,car,0.712,2025-12-08 15:14:22
327,car,0.87,2025-12-08 15:14:22
328,car,0.82,2025-12-08 15:14:22
329,car,0.632,2025-12-08 15:14:22
243,car,0.729,2025-12-08 15:14:22
189,car,0.736,2025-12-08 15:14:22
327,car,0.896,2025-12-08 15:14:22
328,car,0.753,2025-12-08 15:14:22
243,car,0.635,2025-12-08 15:14:22
297,car,0.637,2025-12-08 15:14:22
314,car,0.658,2025-12-08 15:14:22
327,car,0.916,2025-12-08 15:14:22
328,car,0.797,2025-12-08 15:14:22
243,car,0.699,2025-12-08 15:14:22
334,car,0.639,2025-12-08 15:14:22
103,car,0.646,2025-12-08 15:14:22
314,car,0.772,2025-12-08 15:14:22
328,car,0.693,2025-12-08 15:14:22
269,car,0.677,2025-12-08 15:14:22
241,car,0.844,2025-12-08 15:14:22
308,car,0.749,2025-12-08 15:14:22
309,car,0.621,2025-12-08 15:14:22
314,car,0.683,2025-12-08 15:14:22
328,car,0.635,2025-12-08 15:14:22
337,car,0.774,2025-12-08 15:14:22
269,car,0.699,2025-12-08 15:14:22
241,car,0.855,2025-12-08 15:14:22
308,car,0.736,2025-12-08 15:14:22
328,car,0.655,2025-12-08 15:14:22
251,car,0.804,2025-12-08 15:14:22
328,car,0.655,2025-12-08 15:14:23
342,car,0.854,2025-12-08 15:14:23
343,car,0.759,2025-12-08 15:14:23
344,car,0.74,2025-12-08 15:14:23
251,car,0.804,2025-12-08 15:14:23
328,car,0.688,2025-12-08 15:14:23
344,car,0.807,2025-12-08 15:14:23
251,car,0.873,2025-12-08 15:14:23
233,car,0.811,2025-12-08 15:14:23
189,car,0.742,2025-12-08 15:14:23
328,car,0.674,2025-12-08 15:14:23
344,car,0.802,2025-12-08 15:14:23
251,car,0.852,2025-12-08 15:14:23
233,car,0.768,2025-12-08 15:14:23
189,car,0.796,2025-12-08 15:14:23
185,car,0.851,2025-12-08 15:14:23
328,car,0.712,2025-12-08 15:14:23
344,car,0.799,2025-12-08 15:14:23
251,car,0.78,2025-12-08 15:14:23
349,car,0.845,2025-12-08 15:14:23
296,car,0.769,2025-12-08 15:14:23
103,car,0.865,2025-12-08 15:14:23
344,car,0.832,2025-12-08 15:14:23
251,car,0.787,2025-12-08 15:14:23
349,car,0.88,2025-12-08 15:14:23
353,car,0.658,2025-12-08 15:14:23
296,car,0.761,2025-12-08 15:14:23
103,car,0.872,2025-12-08 15:14:23
344,car,0.748,2025-12-08 15:14:23
251,car,0.758,2025-12-08 15:14:23
349,car,0.86,2025-12-08 15:14:23
257,car,0.753,2025-12-08 15:14:23
344,car,0.774,2025-12-08 15:14:23
251,car,0.729,2025-12-08 15:14:23
349,car,0.873,2025-12-08 15:14:23
330,car,0.703,2025-12-08 15:14:23
328,car,0.694,2025-12-08 15:14:24
344,car,0.75,2025-12-08 15:14:24
251,car,0.637,2025-12-08 15:14:24
333,car,0.637,2025-12-08 15:14:24
241,car,0.846,2025-12-08 15:14:24
328,car,0.694,2025-12-08 15:14:24
344,car,0.75,2025-12-08 15:14:24
251,car,0.637,2025-12-08 15:14:24
333,car,0.637,2025-12-08 15:14:24
241,car,0.846,2025-12-08 15:14:24
328,car,0.712,2025-12-08 15:14:24
344,car,0.824,2025-12-08 15:14:24
251,car,0.683,2025-12-08 15:14:24
313,car,0.602,2025-12-08 15:14:24
333,car,0.772,2025-12-08 15:14:24
241,car,0.801,2025-12-08 15:14:24
156,car,0.628,2025-12-08 15:14:24
328,car,0.626,2025-12-08 15:14:24
344,car,0.78,2025-12-08 15:14:24
333,car,0.792,2025-12-08 15:14:24
241,car,0.817,2025-12-08 15:14:24
156,car,0.759,2025-12-08 15:14:24
328,car,0.615,2025-12-08 15:14:24
251,car,0.606,2025-12-08 15:14:24
285,car,0.806,2025-12-08 15:14:24
55,car,0.845,2025-12-08 15:14:24
285,car,0.84,2025-12-08 15:14:24
55,car,0.846,2025-12-08 15:14:24
243,car,0.623,2025-12-08 15:14:24
349,car,0.708,2025-12-08 15:14:24
251,car,0.632,2025-12-08 15:14:24
185,car,0.842,2025-12-08 15:14:24
330,car,0.764,2025-12-08 15:14:24
344,car,0.66,2025-12-08 15:14:24
370,car,0.806,2025-12-08 15:14:25
185,car,0.83,2025-12-08 15:14:25
330,car,0.683,2025-12-08 15:14:25
349,car,0.693,2025-12-08 15:14:25
251,car,0.677,2025-12-08 15:14:25
370,car,0.74,2025-12-08 15:14:25
349,car,0.615,2025-12-08 15:14:25
337,car,0.725,2025-12-08 15:14:25
296,car,0.781,2025-12-08 15:14:25
333,car,0.794,2025-12-08 15:14:25
370,car,0.714,2025-12-08 15:14:25
349,car,0.643,2025-12-08 15:14:25
377,car,0.806,2025-12-08 15:14:25
333,car,0.765,2025-12-08 15:14:25
370,car,0.766,2025-12-08 15:14:25
349,car,0.619,2025-12-08 15:14:25
377,car,0.876,2025-12-08 15:14:25
337,car,0.776,2025-12-08 15:14:25
298,car,0.693,2025-12-08 15:14:25
285,car,0.749,2025-12-08 15:14:25
370,car,0.714,2025-12-08 15:14:25
377,car,0.876,2025-12-08 15:14:25
337,car,0.67,2025-12-08 15:14:25
298,car,0.621,2025-12-08 15:14:25
285,car,0.821,2025-12-08 15:14:25
370,car,0.681,2025-12-08 15:14:25
377,car,0.901,2025-12-08 15:14:25
337,car,0.794,2025-12-08 15:14:25
343,car,0.823,2025-12-08 15:14:25
349,car,0.651,2025-12-08 15:14:25
370,car,0.644,2025-12-08 15:14:25
377,car,0.9,2025-12-08 15:14:25
337,car,0.717,2025-12-08 15:14:25
343,car,0.833,2025-12-08 15:14:25
370,car,0.784,2025-12-08 15:14:26
377,car,0.839,2025-12-08 15:14:26
337,car,0.761,2025-12-08 15:14:26
353,car,0.625,2025-12-08 15:14:26
185,car,0.861,2025-12-08 15:14:26
370,car,0.727,2025-12-08 15:14:26
377,car,0.823,2025-12-08 15:14:26
337,car,0.698,2025-12-08 15:14:26
185,car,0.863,2025-12-08 15:14:26
370,car,0.6,2025-12-08 15:14:26
377,car,0.808,2025-12-08 15:14:26
337,car,0.774,2025-12-08 15:14:26
349,car,0.651,2025-12-08 15:14:26
337,car,0.74,2025-12-08 15:14:26
349,car,0.653,2025-12-08 15:14:26
330,car,0.606,2025-12-08 15:14:26
241,car,0.779,2025-12-08 15:14:26
349,car,0.676,2025-12-08 15:14:26
330,car,0.776,2025-12-08 15:14:26
241,car,0.749,2025-12-08 15:14:26
370,car,0.649,2025-12-08 15:14:26
337,car,0.66,2025-12-08 15:14:26
349,car,0.693,2025-12-08 15:14:26
330,car,0.737,2025-12-08 15:14:26
241,car,0.717,2025-12-08 15:14:26
297,car,0.607,2025-12-08 15:14:26
285,car,0.827,2025-12-08 15:14:26
337,car,0.619,2025-12-08 15:14:27
391,car,0.802,2025-12-08 15:14:27
285,car,0.819,2025-12-08 15:14:27
370,car,0.681,2025-12-08 15:14:27
391,car,0.677,2025-12-08 15:14:27
395,car,0.797,2025-12-08 15:14:27
343,car,0.826,2025-12-08 15:14:27
370,car,0.613,2025-12-08 15:14:27
391,car,0.602,2025-12-08 15:14:27
395,car,0.773,2025-12-08 15:14:27
398,car,0.78,2025-12-08 15:14:27
399,car,0.745,2025-12-08 15:14:27
343,car,0.804,2025-12-08 15:14:27
370,car,0.745,2025-12-08 15:14:27
395,car,0.748,2025-12-08 15:14:27
391,car,0.787,2025-12-08 15:14:27
395,car,0.722,2025-12-08 15:14:27
342,car,0.881,2025-12-08 15:14:27
156,car,0.63,2025-12-08 15:14:27
185,car,0.762,2025-12-08 15:14:27
391,car,0.717,2025-12-08 15:14:27
395,car,0.769,2025-12-08 15:14:27
407,car,0.853,2025-12-08 15:14:27
342,car,0.852,2025-12-08 15:14:27
156,car,0.829,2025-12-08 15:14:27
